storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,type_store,strstate_order,region,statename,zipcode,Store Name,number,streetaddr1,strcity1,strstate1,zipcode1,phone-number,Longitude,Latitude
1661,1991-02-27,2002-03-01,1,37,107,4101 W VERNON AVENUE,Kinston,NC,Supercenter,NC,South,North Carolina,28504,"Walmart Supercenter - Kinston,",#1661,4101 W Vernon Ave,Kinston,NC,28501,(252) 527-3100,-77.646259,35.26367
1662,1991-07-02,1999-03-01,1,37,097,1116 CROSSROADS DRIVE,Statesville,NC,Supercenter,NC,South,North Carolina,28625,"Walmart Supercenter - Statesville,",#1662,1116 CrossRds Dr,Statesville,NC,28625,(704) 871-9833,-80.869349,35.810165
1664,1993-07-27,1997-03-01,1,37,195,2500 FORREST HILLS,Wilson,NC,Supercenter,NC,South,North Carolina,27893,"Walmart Supercenter - Wilson , Gas/Diesel,",#1664,2500 Forest Hills Rd W,Wilson,NC,27893,(252) 243-9300,-77.949777,35.733255
1665,1991-06-04,2002-03-01,1,18,035,4801 W CLARA LANE,Muncie,IN,Supercenter,IN,Midwest,Indiana,47304,"Walmart Supercenter - Muncie,",#1665,4801 W Clara Ln,Muncie,IN,47304,(765) 284-7181,-85.440778,40.217499
1666,1991-06-04,NA,NA,37,119,3304 EASTWAY DRIVE,Charlotte,NC,Wal-Mart,NC,South,North Carolina,28205,"Walmart Supercenter - Charlotte (W),",#3371,3240 Wilkinson Blvd,Charlotte,NC,28208,(704) 392-2311,-80.89326,35.22614
1667,1991-10-01,NA,NA,18,169,1550 NORTH CASS STREET,Wabash,IN,Wal-Mart,IN,Midwest,Indiana,46992,"Walmart Supercenter - Wabash,",#1667,1601 No Cass St,Wabash,IN,46992,(260) 563-5536,-85.834851,40.818261
1668,1991-10-01,NA,NA,17,097,6590 GRAND AVENUE,Gurnee,IL,Wal-Mart,IL,Midwest,Illinois,60031,"Walmart Supercenter - Gurnee ,",#1668,6590 Grand Ave,Gurnee,IL,60031,(847) 855-1230,-87.965127,42.387789
1669,1991-07-31,2000-03-01,1,55,035,3915 GATEWAY DRIVE,Eau Claire,WI,Supercenter,WI,Midwest,Wisconsin,54701,"Walmart Supercenter - Eau Claire,",#1669,3915 Gateway Dr,Eau Claire,WI,54701,(715) 834-0733,-91.42895,44.775504
1670,1991-09-11,NA,NA,42,011,1135 BERKSHIRE BLVD,Wyomissing,PA,Wal-Mart,PA,Northern,Pennsylvania,19610,"Walmart - Wyomissing,",#1670,1135 Berkshire Blvd,Wyomissing,PA,19610,(610) 376-5848,-75.979248,40.34152
1672,1991-07-31,NA,NA,55,003,2500 EAST LAKE SHORE DRIVE,Ashland,WI,Wal-Mart,WI,Midwest,Wisconsin,54806,"Walmart Supercenter - Ashland ,",#1672,2500 East Lake Shore Dr,Ashland,WI,54806,(715) 682-9699,-90.851244,46.603948
1673,1992-06-02,NA,NA,36,069,3191 COUNTY RD #10,Canandaigua,NY,Wal-Mart,NY,Northern,New York,14424,"Walmart Supercenter - Canandaigua ,",#1673,4238 Recreation Dr,Canandaigua,NY,14424,(585) 394-5300,-77.243516,42.875496
1674,1991-12-31,2000-03-01,1,24,043,17850 GARLAND GROH B,Hagerstown,MD,Supercenter,MD,South,Maryland,21740,"Walmart Supercenter - Hagerstown ,",#1674,17850 Garland Groh Blvd,Hagerstown,MD,21740,(301) 714-1373,-77.747293,39.656826
1675,1991-07-02,NA,NA,21,155,180 LEBANON TRADE CENTER,Lebanon,KY,Wal-Mart,KY,South,Kentucky,40033,"Walmart Supercenter - Lebanon , Gas/Diesel,",#1675,2136 Campbellsville Rd,Lebanon,KY,40033,(270) 692-1880,-85.283909,37.55453
1676,1991-09-11,2004-03-21,1,18,123,730 EAST HWY 66,Tell City,IN,Supercenter,IN,Midwest,Indiana,47586,"Walmart Supercenter - Tell City,",#1676,730 E Hwy 66,Tell City,IN,47586,(812) 547-8434,-86.753773,37.927991
1677,2002-09-18,2002-09-18,0,36,065,4765 COMMERCIAL DRIVE,New Hartford,NY,Supercenter,NY,Northern,New York,13413,"Walmart Supercenter - New Hartford,",#1677,4765 Commercial Dr,New Hartford,NY,13413,(315) 736-4932,-75.311281,43.094714
1678,1991-09-11,NA,NA,55,133,2863 HERITAGE DRIVE,Delafield,WI,Wal-Mart,WI,Midwest,Wisconsin,53018,"Walmart Supercenter - Delafield,",#1678,2863 Heritage Dr,Delafield,WI,53018,(262) 646-8858,-88.369727,43.0495
1679,1991-09-11,2004-07-21,1,55,063,3107 MARKET PLACE,Onalaska,WI,Supercenter,WI,Midwest,Wisconsin,54650,"Walmart Supercenter - Onalaska,",#1679,3107 Market Pl,Onalaska,WI,54650,(608) 781-8282,-91.183506,43.878689
1680,1992-02-04,NA,NA,12,086,15885 SW 88TH STREET,Kendall,FL,Wal-Mart,FL,South,Florida,33186,"Walmart Supercenter - Kendall ,",#1680,15885 Sw 88th St,Kendall,FL,33186,(305) 383-3611,-80.447447,25.685206
1681,1991-11-05,NA,NA,17,031,930 EAST MOUNT PROSPECT PLAZA,Mount Prospect,IL,Wal-Mart,IL,Midwest,Illinois,60056,"Walmart Supercenter - Mt Prospect,",#1681,930 East Mount Prospect Plaza,Mt Prospect,IL,60056,(847) 590-0002,-87.923801,42.06875
1682,1991-07-31,2002-07-17,1,51,550,2448 CHESAPEAKE SQ RING ROAD,Chesapeake,VA,Supercenter,VA,South,Virginia,23321,"Walmart Supercenter - Chesapeake,",#1682,2448 Chesapeake Sq Ring Rd,Chesapeake,VA,23321,(757) 488-6098,-76.41768,36.829434
1683,1991-10-01,NA,NA,19,071,524  S FREMONT,Shenandoah,IA,Wal-Mart,IA,Midwest,Iowa,51601,"Walmart Supercenter - Shenandoah,",#1683,705 S Fremont St,Shenandoah,IA,51601,(712) 246-4044,-95.385607,40.759604
1684,1991-11-05,NA,NA,42,009,72 BEDFORD SQUARE,Everett,PA,Wal-Mart,PA,Northern,Pennsylvania,15537,"Walmart - Everett,",#1684,72 Bedford Square,Everett,PA,15537,(814) 623-3332,-78.447161,40.024199
1685,1991-12-31,2005-04-13,1,46,065,1730 NO. GARFIELD ROAD,Pierre,SD,Supercenter,SD,Midwest,South Dakota,57501,"Walmart Supercenter - Pierre,",#1685,1730 N Garfield Rd,Pierre,SD,57501,(605) 224-8830,-100.3129,44.3805
1686,1991-10-01,2005-08-24,1,49,035,5469 SOUTH REDWOOD ROAD,Murray,UT,Supercenter,UT,West,Utah,84123,"Walmart Supercenter - Taylorsville,",#1686,5469 S Redwood Rd,Taylorsville,UT,84123,(801) 264-9666,-111.936528,40.65153
1687,1991-10-01,1997-03-01,1,51,800,1200 NORTH MAIN,Suffolk,VA,Supercenter,VA,South,Virginia,23434,"Walmart Supercenter - Suffolk ,",#1687,1200 N Main St,Suffolk,VA,23434,(757) 925-0224,-76.581,36.747128
1688,1991-07-02,NA,NA,51,810,657 PHOENIX DRIVE,Virginia Beach,VA,Wal-Mart,VA,South,Virginia,23452,"Walmart Supercenter - Virginia Beach ,",#1688,657 Phoenix Dr,Virginia Beach,VA,23452,(757) 498-9633,-76.07038,36.823611
1689,1991-11-05,2003-01-22,1,08,005,5650 SOUTH CHAMBERS ROAD,Aurora,CO,Supercenter,CO,West,Colorado,80015,"Walmart Supercenter - Aurora (S) ,",#1689,5650 South Chambers Rd,Aurora,CO,80015,(303) 693-0302,-104.813,39.6139
1690,1991-11-05,1999-03-01,1,17,115,4224 NORTH PROSPECT,Decatur,IL,Supercenter,IL,Midwest,Illinois,62526,"Walmart Supercenter - Decatur,",#1690,4224 North Prospect,Decatur,IL,62526,(217) 875-0016,-88.952632,39.899812
1691,1992-09-30,NA,NA,20,091,7701 FRONTAGE ROAD,Overland Park,KS,Wal-Mart,KS,Midwest,Kansas,66204,"Walmart Supercenter - Overland Park,",#1691,7701 Frontage Rd,Overland Park,KS,66204,(913) 648-5885,-94.699692,38.989408
1692,1992-02-04,NA,NA,06,071,1120 S. MT. VERNON AVENUE,Colton,CA,Wal-Mart,CA,West,California,92324,"Walmart Supercenter - Colton ,",#1692,1120 S Mt Vernon Ave,Colton,CA,92324,(909) 783-0497,-117.306871,34.049653
1693,1991-11-05,NA,NA,06,071,2050 WEST REDLANDS BLVD,Redlands,CA,Wal-Mart,CA,West,California,92374,"Walmart - Redlands ,",#1693,2050 West Redlands Blvd,Redlands,CA,92374,(909) 798-9114,-117.222933,34.06416
1694,1991-10-01,NA,NA,37,111,"364 US 70 WEST, SUITE 1",Marion,NC,Wal-Mart,NC,South,North Carolina,28752,"Walmart Supercenter - Marion,",#1694,2875 Sugar Hill Rd,Marion,NC,28752,(828) 659-1481,-82.0388961,35.704519
1695,1992-03-03,NA,NA,38,071,210 HWY #2 WEST,Devils Lake,ND,Wal-Mart,ND,Midwest,North Dakota,58301,"Walmart - Devils Lake,",#1695,210 Hwy 2 West,Devils Lake,ND,58301,(701) 662-5203,-98.87,48.1041
1696,1991-04-02,NA,NA,27,111,3300 HIGHWAY 210 WEST,Fergus Falls,MN,Wal-Mart,MN,Midwest,Minnesota,56537,"Walmart Supercenter - Fergus Falls,",#1696,3300 Hwy 210 West,Fergus Falls,MN,56537,(218) 739-5552,-96.12482,46.2911
1697,1991-11-05,NA,NA,06,067,8465 ELK GROVE BLVD,Elk Grove,CA,Wal-Mart,CA,West,California,95758,"Walmart - Elk Grove ,",#1697,8465 Elk Grove Blvd,Elk Grove,CA,95758,(916) 684-7100,-121.391523,38.41115
1698,1991-07-02,NA,NA,33,013,1328 HOOKSETT ROAD,Hooksett,NH,Wal-Mart,NH,Northern,New Hampshire,3106,"Walmart Supercenter - Hooksett,",#1698,3 Commerce Dr,Hooksett,NH,03106,(603) 644-8144,-71.474778,43.039776
1699,1991-10-01,2003-06-18,1,49,011,745 WEST HILL FIELD ROAD,Layton,UT,Supercenter,UT,West,Utah,84041,"Walmart Supercenter - Layton,",#1699,745 W Industrial Park Dr,Layton,UT,84041,(801) 546-1992,-111.979544,41.069358
1700,1992-08-04,NA,NA,06,073,13425 COMMUNITY ROAD,Poway,CA,Wal-Mart,CA,West,California,92064,"Walmart - Poway ,",#1700,13425 Community Rd,Poway,CA,92064,(858) 486-1882,-117.03878,32.95898
1701,1991-10-01,NA,NA,13,105,955 LOWER HEARD STREET,Elberton,GA,Wal-Mart,GA,South,Georgia,30635,"Walmart - Elberton,",#1701,955 Elbert St,Elberton,GA,30635,(706) 283-8660,-82.845968,34.092113
1702,1992-03-03,1998-03-01,1,12,009,1000 NORTH WICKHAM R,Melbourne,FL,Supercenter,FL,South,Florida,32935,"Walmart Supercenter - Melbourne (N) , Gas,",#1702,1000 N Wickham Rd,Melbourne,FL,32935,(321) 242-1601,-80.67348,28.122691
1703,1991-07-02,1998-03-01,1,54,003,800 FOXCROFT AVENUE,Martinsburg,WV,Supercenter,WV,South,West Virginia,25401,"Walmart Supercenter - Martinsburg,",#1703,800 Foxcroft Ave,Martinsburg,WV,25401,(304) 263-6061,-77.987323,39.451972
1704,1992-02-04,NA,NA,06,095,1501 HELEN POWER DRIVE,Vacaville,CA,Wal-Mart,CA,West,California,95687,"Walmart Supercenter - Vacaville ,",#1704,1501 Helen Power Dr,Vacaville,CA,95687,(707) 451-0166,-121.959615,38.362694
1707,1991-06-04,1998-03-01,1,39,029,16280 DRESDEN AVE,East Liverpool,OH,Supercenter,OH,Midwest,Ohio,43920,"Walmart Supercenter - Liverpool,",#1707,16280 Dresden Ave,East Liverpool,OH,43920,(330) 386-4002,-80.587445,40.663936
1708,1991-06-04,2002-09-18,1,49,057,4848 SO. 900 WEST ST,Riverdale,UT,Supercenter,UT,West,Utah,84405,"Walmart Supercenter - Riverdale,",#1708,4848 S. 900 West St.,Riverdale,UT,84405,(801) 627-0066,-111.999547,41.175815
1709,1991-11-05,2001-07-18,1,18,151,2016 N WAYNE ST.,Angola,IN,Supercenter,IN,Midwest,Indiana,46703,"Walmart Supercenter - Angola , Gas/Diesel,",#1709,2016 N Wayne St.,Angola,IN,46703,(260) 665-7313,-84.996529,41.661682
1710,1991-07-02,2002-03-01,1,28,049,950 HWY 80 EAST,Clinton,MS,Supercenter,MS,South,Mississippi,39056,"Walmart Supercenter - Clinton , Gas/Diesel,",#1710,950 Hwy 80 E,Clinton,MS,39056,(601) 924-9096,-90.303939,32.326888
1711,1991-07-02,NA,NA,01,073,5401 BEACON DRIVE,Irondale,AL,Wal-Mart,AL,South,Alabama,35210,"Walmart Supercenter - Irondale,",#1711,1600 Montclair Rd,Irondale,AL,35210,(205) 956-0416,-86.720333,33.528144
1712,1992-02-04,NA,NA,12,103,1111 NORTH MISSOURI AVENUE,Largo,FL,Wal-Mart,FL,South,Florida,33770,"Walmart - Largo ,",#1712,1111 North Missouri Ave,Largo,FL,33770,(727) 587-7822,-82.788756,27.926619
1713,1991-11-05,NA,NA,17,057,2071 NORTH MAIN STREET,Canton,IL,Wal-Mart,IL,Midwest,Illinois,61520,"Walmart - Canton,",#1713,2071 North Main St,Canton,IL,61520,(309) 647-7000,-90.035144,40.592072
1714,1991-12-31,NA,NA,54,049,#5 TYGART VALLEY MALL,Fairmont,WV,Wal-Mart,WV,South,West Virginia,26554,"Walmart Supercenter - Fairmont ,",#1714,32 Tygart Mall Rd,Fairmont,WV,26554,(304) 366-0444,-80.189912,39.424139
1715,1991-11-05,NA,NA,24,041,8155 ELLIOTT ROAD,Easton,MD,Wal-Mart,MD,South,Maryland,21601,"Walmart - Easton,",#1715,8155 Elliott Rd,Easton,MD,21601,(410) 819-0140,-76.055424,38.772834
1716,1991-11-05,NA,NA,24,009,150 SOLOMONS ISLAND RD NRTH,Prince Frederick,MD,Wal-Mart,MD,South,Maryland,20678,"Walmart - Prince Frederick,",#1716,150 Solomons Island Rd Nrth,Prince Frederick,MD,20678,(410) 535-3790,-76.590191,38.54071
1717,1992-04-01,NA,NA,24,017,11930 ACTON LANE,Waldorf,MD,Wal-Mart,MD,South,Maryland,20601,"Walmart - Waldorf,",#1717,11930 Acton Lane,Waldorf,MD,20601,(301) 705-7070,-76.895602,38.638752
1718,1991-07-02,2001-05-23,1,39,063,2500 TIFFIN AVENUE,Findlay,OH,Supercenter,OH,Midwest,Ohio,45840,"Walmart Supercenter - Findlay,",#1718,2500 Tiffin Ave,Findlay,OH,45840,(419) 425-1300,-83.594309,41.056529
1719,1991-12-31,2002-04-10,1,26,107,21400 PERRY STREET,Big Rapids,MI,Supercenter,MI,Midwest,Michigan,49307,"Walmart Supercenter - Big Rapids,",#1719,21400 Perry St,Big Rapids,MI,49307,(231) 796-1443,-85.517566,43.687404
1720,1991-12-31,2000-03-01,1,13,135,1550 SCENIC HIGHWAY,Snellville,GA,Supercenter,GA,South,Georgia,30078,"Walmart Supercenter - Snellville,",#1720,1550 Scenic Hwy,Snellville,GA,30078,(770) 979-2447,-84.008525,33.886979
1721,1991-11-05,NA,NA,19,103,1001 HWY 1 WEST,Iowa City,IA,Wal-Mart,IA,Midwest,Iowa,52246,"Walmart Supercenter - Iowa City,",#1721,919 Hwy 1 West,Iowa City,IA,52246,(319) 337-3116,-91.553548,41.644906
1722,1991-11-05,2005-04-13,1,27,083,1221 EAST MAIN STREET,Marshall,MN,Supercenter,MN,Midwest,Minnesota,56258,"Walmart Supercenter - Marshall,",#1722,1221 E Main St,Marshall,MN,56258,(507) 532-9383,-95.768486,44.432391
1723,1991-12-31,2002-03-01,1,19,153,5101 SE 14TH STREET,Des Moines,IA,Supercenter,IA,Midwest,Iowa,50320,"Walmart Supercenter - Des Moines,",#1723,5101 Se 14th St,Des Moines,IA,50320,(515) 287-7700,-93.594352,41.537305
1724,1991-11-05,2002-10-30,1,39,075,1640 SOUTH WASHINGTON STREET,Millersburg,OH,Supercenter,OH,Midwest,Ohio,44654,"Walmart Supercenter - Millersburg,",#1724,1640 S Washington St,Millersburg,OH,44654,(330) 674-2888,-81.91904,40.534394
1726,1991-11-05,2003-05-21,1,51,660,171 BURGESS ROAD,Harrisonburg,VA,Supercenter,VA,South,Virginia,22801,"Walmart Supercenter - Harrisonburg, Gas,",#1726,171 Burgess Rd,Harrisonburg,VA,22801,(540) 433-0808,-78.852819,38.43437
1727,1991-11-05,NA,NA,55,047,822 BROADWAY,Berlin,WI,Wal-Mart,WI,Midwest,Wisconsin,54923,"Walmart Supercenter - Berlin,",#1727,861 County Rd F,Berlin,WI,54923,(920) 361-1600,-88.974282,43.967679
1728,1991-07-31,NA,NA,18,095,4420 SCATTERFIELD ROAD,Anderson,IN,Wal-Mart,IN,Midwest,Indiana,46013,"Walmart Supercenter - Anderson,",#1728,2321 Charles St,Anderson,IN,46013,(765) 642-5025,-85.650567,40.065045
1729,1991-09-11,NA,NA,18,041,2100 PARK ROAD,Connersville,IN,Wal-Mart,IN,Midwest,Indiana,47331,"Walmart Supercenter - Connersville,",#1729,4200 Western Ave,Connersville,IN,47331,(765) 827-1255,-85.127521,39.658753
1730,1991-11-05,1996-03-01,1,51,057,1660 TAPPAHANNOCK BLVD,Tappahannock,VA,Supercenter,VA,South,Virginia,22560,"Walmart Supercenter - Tappahannock,",#1730,1660 Tappahannock Blvd,Tappahannock,VA,22560,(804) 443-1188,-76.868315,37.900051
1731,1991-12-31,NA,NA,36,069,990 ROUTE 5 & 20,Geneva,NY,Wal-Mart,NY,Northern,New York,14456,"Walmart Supercenter - Geneva,",#1731,990 Route 5 And 20,Geneva,NY,14456,(315) 781-3253,-77.021078,42.858878
1732,1991-11-05,NA,NA,19,047,404 ARROWHEAD,Denison,IA,Wal-Mart,IA,Midwest,Iowa,51442,"Walmart Supercenter - Denison,",#1732,510 Ave C,Denison,IA,51442,(712_263-2000,-95.371245,42.023857
1733,1992-02-04,2005-11-02,1,26,155,1621 EAST M-21,Owosso,MI,Supercenter,MI,Midwest,Michigan,48867,"Walmart Supercenter - Owosso , Gas/Diesel,",#1733,1621 St Hwy 21 E,Owosso,MI,48867,(989) 723-2552,-84.138715,42.998977
1734,1991-12-31,2005-07-20,1,17,019,2610 NO PROSPECT AVE,Champaign,IL,Supercenter,IL,Midwest,Illinois,61821,"Walmart Supercenter - Champaign , Gas/Diesel,",#1734,2610 No Prospect Ave,Champaign,IL,61821,(217) 352-0700,-88.256098,40.146511
1735,1992-02-04,NA,NA,17,031,1455 LAKE-COOK ROAD,Wheeling,IL,Wal-Mart,IL,Midwest,Illinois,60090,"Walmart Supercenter - Wheeling,",#1735,1455 Lake-cook Rd,Wheeling,IL,60090,(847) 537-5090,-87.951928,42.151547
1736,1991-12-31,NA,NA,10,001,1574 NORTH DUPONT HWY.,Dover,DE,Wal-Mart,DE,South,Delaware,19901,"Walmart Supercenter - Dover,",#1736,36 Jerome Dr,Dover,DE,19901,(302) 674-2159,-75.551587,39.195531
1737,1992-08-04,NA,NA,17,043,900 SOUTH ROUTE 83,Villa Park,IL,Wal-Mart,IL,Midwest,Illinois,60181,"Walmart Supercenter - Villa Park,",#1737,900 South Route 83,Villa Park,IL,60181,(630) 530-2550,-87.962769,41.872463
1738,1992-02-04,2002-03-01,1,27,085,1300 TRUNK HWY 15 S.,Hutchinson,MN,Supercenter,MN,Midwest,Minnesota,55350,"Walmart Supercenter - Hutchinson , Gas/Diesel,",#1738,1300 Trunk Hwy 15 S.,Hutchinson,MN,55350,(320) 587-1020,-94.37775,44.871641
1739,1992-08-04,2000-03-01,1,42,125,30 TRINITY POINT DR,Washington,PA,Supercenter,PA,Northern,Pennsylvania,15301,"Walmart Supercenter - Washington,",#1739,30 Trinity Point Dr,Washington,PA,15301,(724) 229-4020,-80.221594,40.183432
1741,1991-11-05,2000-03-01,1,10,001,939 N.DUPONT HWY,Milford,DE,Supercenter,DE,South,Delaware,19963,"Walmart Supercenter - Milford,",#1741,939 N.dupont Hwy,Milford,DE,19963,(302) 422-2854,-75.434998,38.930185
1742,1991-09-11,2005-10-26,1,34,015,3501 ROUTE 42,Turnersville,NJ,Supercenter,NJ,Northern,New Jersey,8012,"Walmart Supercenter - Turnersville,",#1742,3501 Hwy 42,Turnersville,NJ,08012,(856) 629-3888,-75.035255,39.728645
1743,1991-12-31,NA,NA,21,095,201 WALTON ROAD,Harlan,KY,Wal-Mart,KY,South,Kentucky,40831,"Walmart - Harlan,",#1743,201 Walton Rd,Harlan,KY,40831,(606) 573-2206,-83.318568,36.818409
1744,1991-11-05,NA,NA,36,055,1902 EMPIRE BLVD,Webster,NY,Wal-Mart,NY,Northern,New York,14580,"Walmart - Webster (Rochester),",#1744,1902 Empire Blvd,Webster,NY,14580,(585) 787-1370,-77.502303,43.190686
1745,1992-02-04,2001-03-14,1,18,177,3601 EAST MAIN,Richmond,IN,Supercenter,IN,Midwest,Indiana,47374,"Walmart Supercenter - Richmond , Gas/Diesel,",#1745,3601 E Main St,Richmond,IN,47374,(765) 965-5387,-84.853212,39.827683
1746,1992-02-04,2005-06-22,1,04,013,1380 WEST ELLIOTT ROAD,Tempe,AZ,Supercenter,AZ,West,Arizona,85283,"Walmart Supercenter - Tempe ,",#1746,1380 W Elliott Rd,Tempe,AZ,85283,(480) 345-8686,-111.960815,33.350258
1747,1992-02-04,NA,NA,06,065,2560 NORTH PERRIS BLVD,Perris,CA,Wal-Mart,CA,West,California,92571,"Walmart - Perris,",#1747,2560 North Perris Blvd,Perris,CA,92571,(951) 940-0440,-117.227354,33.81794
1749,1992-02-04,1998-03-01,1,33,017,430 HIGH STREET,Somersworth,NH,Supercenter,NH,Northern,New Hampshire,3878,"Walmart Supercenter - Somersworth, Gas,",#1749,59 Waltons Way,Somersworth,NH,03878,(603) 692-6346,-70.880016,43.234397
1750,1991-10-01,2004-08-18,1,39,101,1546 MARION-MT. GILEAD ROAD,Marion,OH,Supercenter,OH,Midwest,Ohio,43302,"Walmart Supercenter - Marion,",#1750,1546 Marion-mt. Gilead Rd,Marion,OH,43302,(740) 389-3404,-83.088119,40.583029
1751,1991-11-05,NA,NA,37,183,6600 GLENWOOD AVENUE,Raleigh,NC,Wal-Mart,NC,South,North Carolina,27612,"Walmart - Raleigh ,",#1751,6600 Glenwood Ave,Raleigh,NC,27612,(919) 783-5552,-78.707154,35.861424
1752,1992-02-04,2005-08-31,1,26,017,3921 WILDER ROAD,Bay City,MI,Supercenter,MI,Midwest,Michigan,48706,"Walmart Supercenter - Bay City,",#1752,3921 E Wilder Rd,Bay City,MI,48706,(989) 684-0430,-83.895763,43.62538
1753,1992-02-04,NA,NA,33,015,30 MANCHESTER ROAD,Derry,NH,Wal-Mart,NH,Northern,New Hampshire,3038,"Walmart - Derry ,",#1753,11 Ashleigh Dr,Derry,NH,03038,(603) 434-3589,-71.334908,42.897651
1754,1991-11-05,2000-03-01,1,26,093,3850 E GRAND RIVER,Howell,MI,Supercenter,MI,Midwest,Michigan,48843,"Walmart Supercenter - Howell,",#1754,3850 E Grand River Ave,Howell,MI,48843,(517) 548-9500,-83.876619,42.585756
1755,1992-02-04,NA,NA,06,097,4625 REDWOOD DRIVE,Rohnert Park,CA,Wal-Mart,CA,West,California,94928,"Walmart - Rohnert Park ,",#1755,4625 Redwood Dr,Rohnert Park,CA,94928,(707) 586-3717,-122.715191,38.38367444
1756,1992-06-02,NA,NA,06,071,17251 FOOTHILL BLVD.,Fontana,CA,Wal-Mart,CA,West,California,92335,"Walmart - Fontana ,",#1756,17251 Foothills Blvd.,Fontana,CA,92335,(909) 355-6922,-117.429056,34.105569
1757,1992-03-03,NA,NA,27,137,4740 MALL DRIVE,Hermantown,MN,Wal-Mart,MN,Midwest,Minnesota,55811,"Walmart Supercenter - Hermantown,",#1757,4740 Mall Dr,Hermantown,MN,55811,(218) 727-1310,-92.183081,46.817875
1758,1992-09-30,2003-03-19,1,18,065,3167 SOUTH STATE RD 3,New Castle,IN,Supercenter,IN,Midwest,Indiana,47362,"Walmart Supercenter - New Castle,",#1758,3167 S State Rd #3,New Castle,IN,47362,(765) 529-5990,-85.387618,39.886601
1759,1992-02-04,2002-05-15,1,51,073,6819 WALTONS LANE,Gloucester,VA,Supercenter,VA,South,Virginia,23061,"Walmart Supercenter - Gloucester,",#1759,6819 Waltons Ln,Gloucester,VA,23061,(804) 694-0110,-76.527614,37.400183
1760,1992-04-01,NA,NA,06,067,1018 RILEY STREET,Folsom,CA,Wal-Mart,CA,West,California,95630,"Walmart Supercenter - Folsom ,",#1760,1018 Riley St,Folsom,CA,95630,(916) 983-1090,-121.166947,38.669234
1761,1992-02-04,NA,NA,17,119,379 W. PONTOON ROAD,Granite City,IL,Wal-Mart,IL,Midwest,Illinois,62040,"Walmart Supercenter - Granite City, Gas,",#1761,379 W. Pontoon Rd,Granite City,IL,62040,(618) 451-4201,-90.14072,38.736091
1762,1992-02-04,NA,NA,33,015,270 LAFAYETTE ROAD,Seabrook,NH,Wal-Mart,NH,Northern,New Hampshire,3874,"Walmart - Seabrook ,",#1762,270 Lafayette Rd,Seabrook,NH,03874,(603) 474-2037,-70.866061,42.882983
1763,1992-06-02,2001-07-18,1,51,185,4001 COLLEGE AVE,Bluefield,VA,Supercenter,VA,South,Virginia,24605,"Walmart Supercenter - Bluefield,",#1763,4001 College Ave,Bluefield,VA,24605,(276) 322-3144,-81.254559,37.238744
1764,1992-02-04,1999-03-01,1,19,153,1001 73RD STREET,Des Moines,IA,Supercenter,IA,Midwest,Iowa,50311,"Walmart Supercenter - Des Moines (W),",#1764,1001 73rd St,Des Moines,IA,50311,(515) 274-6224,-93.714859,41.597027
1765,1992-04-01,2003-10-29,1,42,111,2028 NORTH CENTER AVE,Somerset,PA,Supercenter,PA,Northern,Pennsylvania,15501,"Walmart Supercenter - Somerset,",#1765,2028 N Center Ave,Somerset,PA,15501,(814) 443-6962,-79.072108,40.052172
1766,1992-04-01,NA,NA,13,067,3100 JOHNSON FERRY ROAD,Marietta,GA,Wal-Mart,GA,South,Georgia,30062,"Walmart Supercenter - Marietta,",#1766,3100 Johnson Ferry Rd,Marietta,GA,30062,(770) 640-7225,-84.42356,34.023315
1767,1992-05-05,2000-03-01,1,37,019,4540 MAIN ST. B 3079,Shallotte,NC,Supercenter,NC,South,North Carolina,28459,"Walmart Supercenter - Shallotte,",#1767,4540 Main St. B 3079,Shallotte,NC,28459,(910) 754-2880,-78.373898,33.981979
1768,1992-03-03,2001-03-14,1,49,049,1355 S SANDHILL RD,Orem,UT,Supercenter,UT,West,Utah,84058,"Walmart Supercenter - Orem,",#1768,1355 S Sandhill Rd,Orem,UT,84058,(801) 221-0600,-111.711053,40.273414
1769,1993-02-02,NA,NA,42,033,20 INDUSTRIAL DRIVE,Du Bois,PA,Wal-Mart,PA,Northern,Pennsylvania,15801,"Walmart Supercenter - Du Bois,",#1769,20 Industrial Dr,Du Bois,PA,15801,(814) 375-5000,-78.737783,41.127107
1770,1992-05-05,NA,NA,42,019,20245 ROUTE 19,Evans City,PA,Wal-Mart,PA,Northern,Pennsylvania,16066,"Walmart Supercenter - Cranberry Township,",#1770,20245 Route 19,Cranberry Township,PA,16066,(724) 772-4550,-80.10528,40.68728
1771,1992-05-05,2002-09-12,1,26,149,1500 SOUTH CENTERVILLE ROAD,Sturgis,MI,Supercenter,MI,Midwest,Michigan,49091,"Walmart Supercenter - Sturgis , Gas/Diesel,",#1771,1500 S. Centerville Rd.,Sturgis,MI,49091,(269) 651-8580,-85.426167,41.783867
1772,1992-03-03,2005-05-25,1,41,035,3600 WASHBURN WAY,Klamath Falls,OR,Supercenter,OR,West,Oregon,97603,"Walmart Supercenter - Klamath Falls ,",#1772,3600 Washburn Way,Klamath Falls,OR,97603,(541) 885-6890,-121.758867,42.193422
